"Player","Role","Team","Opponent_Team","Opponent_Player","Date","Round","Day","Patch","Stage","No_Game","all_Games","Format","Game_of_day","Side","Time","Ban","Ban_Opponent","Pick","Pick_Opponent","Champion","Champion_Opponent","Outcome","Kills_Team","Turrets_Team","Dragon_Team","Baron_Team","Level","Kills","Deaths","Assists","KDA","CS","CS in Team's Jungle","CS in Enemy Jungle","CSM","Golds","GPM","GOLD%","Vision Score","Wards placed","Wards destroyed","Control Wards Purchased","Detector Wards Placed","VSPM","WPM","VWPM","WCPM","VS%","Total damage to Champion","Physical Damage","Magic Damage","True Damage","DPM","DMG%","K+A Per Minute","KP%","Solo kills","Double kills","Triple kills","Quadra kills","Penta kills","GD@15","CSD@15","XPD@15","LVLD@15","Objectives Stolen","Damage dealt to turrets","Damage dealt to buildings","Total heal","Total Heals On Teammates","Damage self mitigated","Total Damage Shielded On Teammates","Time ccing others","Total Time CC Dealt","Total damage taken","Total Time Spent Dead","Consumables purchased","Items Purchased","Shutdown bounty collected","Shutdown bounty lost"
"Yike","JUNGLE","G2","FNC","Razork","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:47:30","Zeri","Tristana","Zyra","Azir","Zyra","Sejuani","Loss","16","9","6","1","18","2","7","10","1.7","325","259","0","6.8","17340","365","20.3","67","11","19","9","9","1.41","0.23","0.19","0.4","15.2","55001","1037","43922","10042","1158","30.3","0.25","75","0","0","0","0","0","149","23","296","0","0","2366","2366","8532","630","17271","0","75","1241","27739","273","9","30","50","0"
"Caps","MID","G2","FNC","Humanoid","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:47:30","Kaisa","Rumble","Renekton","Ornn","Ezreal","Azir","Loss","16","9","6","1","18","8","5","7","3","392","28","0","8.3","20382","429","23.8","73","15","10","8","6","1.54","0.32","0.17","0.21","16.6","41272","28804","11338","1130","869","22.7","0.32","93.8","0","0","0","0","0","1206","11","157","0","0","7837","7837","7578","0","26184","0","2","112","27375","236","13","33","350","700"
"Hans_Sama","ADCARRY","G2","FNC","Noah","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:47:30","Braum","Corki","Jhin","Caitlyn","Jhin","Caitlyn","Loss","16","9","6","1","18","5","2","6","5.5","377","33","0","7.9","20525","432","24","43","12","11","3","3","0.91","0.25","0.06","0.23","9.8","59963","49938","6472","3553","1262","33","0.23","68.8","0","1","0","0","0","-1282","-15","-1047","-1","0","6106","6106","11451","0","16410","0","52","236","23294","59","9","33","1150","200"
"Mikyx","SUPPORT","G2","FNC","Jun","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:47:30","Miss_Fortune","Leona","Nautilus","Rell","Nautilus","Rell","Loss","16","9","6","1","15","1","8","11","1.5","41","0","0","0.9","11817","249","13.8","190","103","21","31","26","4","2.17","0.65","0.44","43.2","7925","1303","5997","625","167","4.4","0.25","72","0","0","0","0","0","353","-9","-211","0","0","1371","1371","367","0","63282","634","62","292","44397","278","36","54","0","0"
"Oscarinin","TOP","FNC","G2","Brokenblade","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:47:30","Ashe","Nidalee","Sejuani","Ezreal","Ornn","Renekton","Win","32","9","1","3","18","5","0","17","Perfect_KDA","253","0","0","5.3","16607","350","17.7","31","7","9","7","3","0.65","0.15","0.15","0.19","7.5","22769","7101","15255","413","479","15.2","0.46","68.8","0","0","0","0","0","478","-15","-370","0","0","1638","1638","5234","0","126313","0","43","723","58459","0","9","34","50","0"
"Razork","JUNGLE","FNC","G2","Yike","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:47:30","Tristana","Zeri","Azir","Zyra","Sejuani","Zyra","Win","32","9","1","3","18","4","1","21","25","253","184","0","5.3","16795","354","17.9","78","13","20","11","11","1.64","0.27","0.23","0.42","18.8","22902","9888","8875","4139","482","15.3","0.53","78.1","0","0","0","0","0","-149","-23","-296","0","0","800","800","21962","3445","88005","815","48","656","65474","51","15","39","0","100"
"Humanoid","MID","FNC","G2","Caps","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:47:30","Rumble","Kaisa","Ornn","Renekton","Azir","Ezreal","Win","32","9","1","3","18","7","8","11","2.3","454","80","0","9.6","21990","463","23.5","52","12","15","1","1","1.09","0.25","0.02","0.32","12.6","48699","339","48041","319","1025","32.5","0.38","56.3","2","1","0","0","0","-1206","-11","-157","0","0","11899","11899","8274","0","25028","0","12","323","32689","365","6","26","100","600"
"Noah","ADCARRY","FNC","G2","Hans_Sama","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:47:30","Corki","Braum","Caitlyn","Jhin","Caitlyn","Jhin","Win","32","9","1","3","18","15","2","4","9.5","450","48","0","9.5","25304","533","27","54","12","22","1","1","1.14","0.25","0.02","0.46","13","46683","44348","609","1726","983","31.1","0.4","59.4","1","1","0","1","0","1282","15","1047","1","0","5330","5330","18349","0","21229","0","15","116","31516","100","6","29","750","850"
"Jun","SUPPORT","FNC","G2","Mikyx","7/22/2024","4","5","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:47:30","Leona","Miss_Fortune","Rell","Nautilus","Rell","Nautilus","Win","32","9","1","3","17","1","5","23","4.8","52","0","0","1.1","13025","274","13.9","199","107","21","29","29","4.19","2.25","0.61","0.44","48.1","8924","1228","5952","1744","188","6","0.51","75","0","0","0","0","0","-353","9","211","0","0","129","129","1676","475","49441","1578","36","130","43470","171","34","55","0","0"
"Brokenblade","TOP","G2","FNC","Oscarinin","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:30:49","Zeri","Ashe","Sejuani","Lucian","Varus","Renekton","Win","25","11","3","2","17","11","4","4","3.8","230","4","0","7.5","15284","496","23.9","35","14","8","3","3","1.14","0.45","0.1","0.26","13.2","39939","21351","17876","712","1296","35.8","0.49","60","3","1","0","0","0","1549","37","1553","1","0","7648","7648","3740","0","13708","0","29","234","16858","123","5","25","50","300"
"Yike","JUNGLE","G2","FNC","Razork","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:30:49","Nidalee","Tristana","Corki","Brand","Sejuani","Brand","Win","25","11","3","2","15","5","4","9","3.5","185","153","0","6","11904","386","18.6","41","13","8","12","10","1.33","0.42","0.39","0.26","15.4","12947","6992","4590","1365","420","11.6","0.45","56","0","0","0","0","0","200","-14","-869","-1","0","0","0","13781","173","50122","449","30","428","41043","124","13","33","0","300"
"Caps","MID","G2","FNC","Humanoid","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:30:49","Azir","Rumble","Varus","Leona","Corki","Lucian","Win","25","11","3","2","16","0","3","13","4.3","236","4","0","7.7","12266","398","19.2","36","9","7","2","1","1.17","0.29","0.06","0.23","13.5","26302","19431","4389","2482","853","23.6","0.42","52","0","0","0","0","0","-582","10","613","1","0","5546","5546","7149","0","14045","0","2","63","24299","136","4","20","0","100"
"Hans_Sama","ADCARRY","G2","FNC","Noah","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:30:49","Olaf","Braum","Miss_Fortune","Kaisa","Miss_Fortune","Kaisa","Win","25","11","3","2","17","6","3","9","5","277","28","0","9","15271","496","23.9","41","11","12","2","2","1.33","0.36","0.06","0.39","15.4","25337","24226","973","138","822","22.7","0.49","60","1","0","0","0","0","1535","19","864","1","0","12815","12815","6754","0","15424","0","6","86","14778","127","4","22","0","450"
"Mikyx","SUPPORT","G2","FNC","Jun","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:30:49","Jax","Renata_Glasc","Rell","Renekton","Rell","Leona","Win","25","11","3","2","12","3","6","16","3.2","26","0","0","0.8","9247","300","14.5","113","61","12","11","13","3.67","1.98","0.36","0.39","42.5","7055","1009","4990","1056","229","6.3","0.62","76","0","0","0","0","0","620","0","17","0","0","2437","2437","447","0","33393","0","45","95","28613","100","20","37","50","100"
"Oscarinin","TOP","FNC","G2","Brokenblade","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:30:49","Ashe","Zeri","Lucian","Sejuani","Renekton","Varus","Loss","20","2","1","0","15","5","6","7","2","192","4","0","6.2","11459","372","19.9","21","10","2","6","5","0.68","0.32","0.19","0.06","7.6","11425","9804","1493","128","371","11.9","0.39","60","0","0","0","0","0","-1549","-37","-1553","-1","0","972","972","7712","0","43090","0","21","173","46399","176","8","30","550","50"
"Razork","JUNGLE","FNC","G2","Yike","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:30:49","Tristana","Nidalee","Brand","Corki","Brand","Sejuani","Loss","20","2","1","0","16","5","5","14","3.8","222","180","0","7.2","12386","402","21.6","74","26","13","6","6","2.4","0.84","0.19","0.42","26.6","30987","1164","28038","1785","1006","32.3","0.62","95","1","0","0","0","0","-200","14","869","1","0","0","0","13343","374","16313","0","41","502","31123","86","7","25","400","0"
"Humanoid","MID","FNC","G2","Caps","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:30:49","Rumble","Azir","Leona","Varus","Lucian","Corki","Loss","20","2","1","0","16","7","6","6","2.2","276","9","0","9","14426","468","25.1","43","9","14","0","0","1.4","0.29","0","0.45","15.5","31037","28550","2291","196","1007","32.3","0.42","65","0","1","0","0","0","582","-10","-613","-1","0","6411","6411","5189","0","11306","0","0","55","21450","187","2","22","300","50"
"Noah","ADCARRY","FNC","G2","Hans_Sama","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:30:49","Braum","Olaf","Kaisa","Miss_Fortune","Kaisa","Miss_Fortune","Loss","20","2","1","0","16","3","3","9","4","281","6","0","9.1","12609","409","22","30","14","6","4","4","0.97","0.45","0.13","0.19","10.8","17956","11316","6303","337","583","18.7","0.39","60","0","0","0","0","0","-1535","-19","-864","-1","0","1160","1160","5529","0","13091","0","2","97","17242","117","5","26","0","0"
"Jun","SUPPORT","FNC","G2","Mikyx","7/22/2024","4","5","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:30:49","Renata_Glasc","Jax","Renekton","Rell","Leona","Rell","Loss","20","2","1","0","12","0","5","8","1.6","26","0","0","0.8","6560","213","11.4","110","58","10","17","15","3.57","1.88","0.55","0.32","39.6","4556","1329","2369","858","148","4.7","0.26","40","0","0","0","0","0","-620","0","-17","0","0","0","0","691","198","27063","0","31","68","23548","107","20","35","0","0"
"Oscarinin","TOP","FNC","G2","Brokenblade","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:25:56","Ashe","Azir","Renekton","Sejuani","Renekton","Twisted_Fate","Win","20","10","2","1","14","1","4","7","2","190","24","0","7.3","10866","419","18.9","38","9","7","5","4","1.47","0.35","0.19","0.27","16.5","7779","6071","1630","78","300","10.5","0.31","40","1","0","0","0","0","1435","29","467","1","0","7747","7747","8004","0","32969","0","7","107","34857","113","7","24","0","100"
"Razork","JUNGLE","FNC","G2","Yike","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:25:56","Varus","Tristana","Nidalee","Lucian","Nidalee","Sejuani","Win","20","10","2","1","16","3","0","12","Perfect_KDA","209","186","0","8.1","11878","458","20.7","50","7","16","6","5","1.93","0.27","0.23","0.62","21.6","14375","1266","11905","1204","554","19.4","0.58","75","0","0","0","0","0","1496","39","1840","2","1","2525","2525","25134","5823","16990","0","4","166","25383","0","7","23","0","0"
"Humanoid","MID","FNC","G2","Caps","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:25:56","Miss_Fortune","Rumble","Corki","Twisted_Fate","Corki","Lucian","Win","20","10","2","1","16","6","1","8","14","261","16","0","10.1","13241","511","23.1","29","7","11","0","0","1.12","0.27","0","0.42","12.6","26975","18980","5631","2364","1040","36.4","0.54","70","1","0","0","0","0","66","7","-132","0","0","12710","12710","5788","0","11304","0","1","27","15843","26","1","19","250","100"
"Noah","ADCARRY","FNC","G2","Hans_Sama","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:25:56","Draven","Zeri","Jhin","Caitlyn","Jhin","Caitlyn","Win","20","10","2","1","15","9","3","7","5.3","238","8","0","9.2","13981","539","24.4","17","9","4","3","3","0.66","0.35","0.12","0.15","7.4","21687","19247","2388","52","836","29.3","0.62","80","0","2","1","0","0","-1297","-21","-654","-1","0","7103","7103","4304","0","6402","0","26","110","12348","44","5","28","0","0"
"Jun","SUPPORT","FNC","G2","Mikyx","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:25:56","Kaisa","Ezreal","Rell","Braum","Rell","Braum","Win","20","10","2","1","12","1","3","8","3","31","0","0","1.2","7420","286","12.9","97","41","14","9","9","3.74","1.58","0.35","0.54","42","3304","758","1974","572","127","4.5","0.35","45","0","0","0","0","0","188","-1","-118","0","0","1361","1361","1192","179","16523","0","27","55","18117","65","11","27","0","0"
"Brokenblade","TOP","G2","FNC","Oscarinin","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:25:56","Azir","Ashe","Sejuani","Renekton","Twisted_Fate","Renekton","Loss","11","2","1","0","13","1","4","5","1.5","178","5","0","6.9","9179","354","21","21","11","1","3","3","0.81","0.42","0.12","0.04","11.6","14813","7928","6643","242","571","20.9","0.23","54.5","0","0","0","0","0","-1435","-29","-467","-1","0","1836","1836","3148","0","9265","0","20","181","14627","93","4","20","0","0"
"Yike","JUNGLE","G2","FNC","Razork","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:25:56","Tristana","Varus","Lucian","Nidalee","Sejuani","Nidalee","Loss","11","2","1","0","12","0","3","6","2","134","120","0","5.2","7300","281","16.7","36","9","6","8","7","1.39","0.35","0.31","0.23","19.9","6479","2727","3277","475","250","9.1","0.23","54.5","0","0","0","0","0","-1496","-39","-1840","-2","0","68","68","11189","146","26259","0","14","290","27259","74","8","22","0","0"
"Caps","MID","G2","FNC","Humanoid","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:25:56","Rumble","Miss_Fortune","Twisted_Fate","Corki","Lucian","Corki","Loss","11","2","1","0","14","4","4","2","1.5","214","8","0","8.3","10319","398","23.6","18","6","7","3","3","0.69","0.23","0.12","0.27","9.9","19658","17798","1710","150","758","27.7","0.23","54.5","1","0","0","0","0","-66","-7","132","0","0","1145","1145","3473","0","10371","0","1","60","19353","122","4","20","100","100"
"Hans_Sama","ADCARRY","G2","FNC","Noah","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:25:56","Zeri","Draven","Caitlyn","Jhin","Caitlyn","Jhin","Loss","11","2","1","0","13","6","3","3","3","236","0","0","9.1","11154","430","25.6","27","9","8","3","3","1.04","0.35","0.12","0.31","14.9","26926","26186","343","397","1038","38","0.35","81.8","0","0","0","0","0","1297","21","654","1","0","2701","2701","4314","0","7750","0","19","79","14242","82","5","17","100","150"
"Mikyx","SUPPORT","G2","FNC","Jun","7/22/2024","4","5","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:25:56","Ezreal","Kaisa","Braum","Rell","Braum","Rell","Loss","11","2","1","0","10","0","6","8","1.3","26","0","0","1","5688","219","13","79","52","7","15","13","3.05","2.01","0.58","0.27","43.6","3053","698","2335","20","118","4.3","0.31","72.7","0","0","0","0","0","-188","1","118","0","0","128","128","2172","472","16041","324","30","126","21207","81","17","31","0","0"
"Adam","TOP","BDS","GX","Th3Antonio","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:45:25","Ornn","Rell","Rumble","Tristana","Rumble","Sion","Win","11","9","4","1","18","1","2","7","4","378","24","0","8.3","16974","374","20.2","60","27","7","13","12","1.32","0.59","0.29","0.15","13.3","37525","409","36971","145","826","27.5","0.18","72.7","0","0","0","0","0","63","-1","-21","0","0","1473","1473","8024","862","29930","0","21","460","25208","84","17","35","0","50"
"Sheo","JUNGLE","BDS","GX","Juhan","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:45:25","Kaisa","Renekton","Azir","Sejuani","Viego","Sejuani","Win","11","9","4","1","18","1","2","6","3.5","307","251","0","6.8","15497","341","18.5","81","12","37","8","7","1.78","0.26","0.18","0.81","17.9","11276","9776","818","682","248","8.3","0.15","63.6","0","0","0","0","0","-60","28","970","1","0","4424","4424","28656","0","45327","0","17","269","47336","82","8","27","400","50"
"nuc","MID","BDS","GX","Jackies","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:45:25","Maokai","Corki","Ashe","Ezreal","Azir","Tristana","Win","11","9","4","1","18","1","1","6","7","454","26","0","10","19477","429","23.2","72","24","20","10","9","1.59","0.53","0.22","0.44","15.9","40299","578","38609","1112","887","29.6","0.15","63.6","0","0","0","0","0","-29","13","385","0","0","10023","10023","6129","0","16654","0","11","246","19154","49","13","31","0","150"
"Ice","ADCARRY","BDS","GX","Patrik","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:45:25","Kennen","Nautilus","Braum","Alistar","Ashe","Ezreal","Win","11","9","4","1","18","4","2","6","5","474","19","0","10.4","20781","458","24.7","72","15","27","3","2","1.59","0.33","0.07","0.59","15.9","38983","32757","4796","1430","858","28.6","0.22","90.9","0","1","0","0","0","609","16","-263","-1","0","7247","7247","9907","0","17566","0","57","1256","19613","90","4","26","700","250"
"Labrov","SUPPORT","BDS","GX","IgNar","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:45:25","Rakan","Vi","Viego","Sion","Braum","Alistar","Win","11","9","4","1","15","4","4","7","2.8","44","0","0","1","11238","247","13.4","167","97","19","27","24","3.68","2.14","0.59","0.42","36.9","8266","287","6899","1080","182","6.1","0.24","100","0","0","0","0","0","262","11","201","0","0","380","380","1123","0","45371","1899","43","229","40159","132","31","49","0","0"
"Th3Antonio","TOP","GX","BDS","Adam","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:45:25","Rell","Ornn","Tristana","Rumble","Sion","Rumble","Loss","11","9","3","2","18","0","2","7","3.5","312","4","0","6.9","14730","324","18.4","62","12","15","5","5","1.37","0.26","0.11","0.33","12.2","11925","7270","4539","116","263","11.4","0.15","63.6","0","0","0","0","0","-63","1","21","0","0","5606","5606","3997","0","107335","0","61","2036","44435","56","7","32","0","0"
"Juhan","JUNGLE","GX","BDS","Sheo","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:45:25","Renekton","Kaisa","Sejuani","Azir","Sejuani","Viego","Loss","11","9","3","2","17","1","3","7","2.7","235","178","0","5.2","13826","304","17.3","165","71","35","20","19","3.63","1.56","0.44","0.77","32.4","10567","5230","5115","222","233","10.1","0.18","72.7","0","0","0","0","0","60","-28","-970","-1","0","442","442","17339","292","62232","0","28","440","50860","81","23","42","0","0"
"Jackies","MID","GX","BDS","nuc","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:45:25","Corki","Maokai","Ezreal","Ashe","Tristana","Azir","Loss","11","9","3","2","18","6","2","4","5","463","75","0","10.2","22529","496","28.1","70","16","12","2","2","1.54","0.35","0.04","0.26","13.7","24201","23323","664","214","533","23.1","0.22","90.9","1","0","0","0","0","29","-13","-385","0","0","14746","14746","12264","0","17479","0","4","239","25809","38","7","27","450","700"
"Patrik","ADCARRY","GX","BDS","Ice","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:45:25","Nautilus","Kennen","Alistar","Braum","Ezreal","Ashe","Loss","11","9","3","2","18","3","1","7","10","428","33","0","9.4","18764","413","23.4","41","20","9","8","7","0.9","0.44","0.18","0.2","8","52871","33636","17010","2225","1164","50.6","0.22","90.9","0","0","0","0","0","-609","-16","263","1","0","5825","5825","11846","0","25050","0","13","287","24848","0","10","30","50","400"
"IgNar","SUPPORT","GX","BDS","Labrov","7/23/2024","2","6","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:45:25","Vi","Rakan","Sion","Viego","Alistar","Braum","Loss","11","9","3","2","13","1","3","5","2","37","0","0","0.8","10213","225","12.8","172","94","17","26","24","3.79","2.07","0.57","0.37","33.7","4979","405","3698","876","110","4.8","0.13","54.5","0","0","0","0","0","-262","-11","-201","0","0","0","0","10143","5808","38833","1567","30","66","28118","60","31","49","0","0"
"Th3Antonio","TOP","GX","BDS","Adam","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:39:27","Zyra","Kaisa","Rell","Maokai","Ornn","Olaf","Win","19","8","3","2","18","1","1","12","13","261","0","0","6.6","13721","348","18.2","39","18","4","10","10","0.99","0.46","0.25","0.1","10.3","17263","4270","12759","234","438","13.1","0.33","68.4","0","0","0","0","0","-621","-17","205","0","0","2648","2648","5296","0","55817","0","41","584","41220","35","11","35","0","0"
"Juhan","JUNGLE","GX","BDS","Sheo","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:39:27","Taliyah","Tristana","Ashe","Ezreal","Nidalee","Maokai","Win","19","8","3","2","18","4","1","12","16","300","264","0","7.6","15567","395","20.7","80","16","30","15","14","2.03","0.41","0.38","0.76","21.2","38647","1152","33076","4419","980","29.3","0.41","84.2","0","1","0","0","0","1325","33","1467","1","0","3528","3528","47073","7175","37743","0","11","171","51585","35","17","33","0","150"
"Jackies","MID","GX","BDS","nuc","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:39:27","Brand","Rumble","Ornn","Olaf","Lucian","Azir","Win","19","8","3","2","18","11","1","5","16","385","20","0","9.8","21018","533","27.9","47","17","8","7","6","1.19","0.43","0.18","0.2","12.4","47561","43850","3281","430","1206","36","0.41","84.2","0","0","1","0","0","1491","6","423","1","0","13765","13765","8102","0","13051","0","2","94","21079","32","9","30","350","50"
"Patrik","ADCARRY","GX","BDS","Ice","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:39:27","Braum","Sejuani","Nidalee","Rakan","Ashe","Ezreal","Win","19","8","3","2","17","3","2","14","8.5","320","4","0","8.1","15318","388","20.4","66","15","32","5","5","1.67","0.38","0.13","0.81","17.5","20939","16339","4444","156","531","15.9","0.43","89.5","0","0","0","0","0","-219","-14","-441","0","0","5908","5908","7815","0","9910","0","52","1001","17319","97","6","24","50","150"
"IgNar","SUPPORT","GX","BDS","Labrov","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:39:27","Alistar","Amumu","Lucian","Azir","Rell","Rakan","Win","19","8","3","2","14","0","2","17","8.5","46","0","0","1.2","9630","244","12.8","146","83","23","29","27","3.7","2.1","0.74","0.58","38.6","7642","581","6334","727","194","5.8","0.43","89.5","0","0","0","0","0","193","13","-152","0","0","420","420","3179","144","33226","238","33","44","33044","92","31","47","0","0"
"Adam","TOP","BDS","GX","Th3Antonio","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:39:27","Kaisa","Zyra","Maokai","Rell","Olaf","Ornn","Loss","7","4","3","0","18","4","4","2","1.5","318","8","0","8.1","15193","385","23.6","49","13","15","10","8","1.24","0.33","0.25","0.38","13.8","25204","18749","0","6455","639","21.6","0.15","85.7","1","0","0","0","0","621","17","-205","0","0","3307","3307","17515","0","48955","0","19","588","40403","137","13","34","350","50"
"Sheo","JUNGLE","BDS","GX","Juhan","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:39:27","Tristana","Taliyah","Ezreal","Ashe","Maokai","Nidalee","Loss","7","4","3","0","15","1","4","2","0.8","177","167","0","4.5","10470","265","16.2","37","7","5","7","5","0.94","0.18","0.18","0.13","10.4","32172","301","27166","4705","816","27.6","0.08","42.9","0","0","0","0","0","-1325","-33","-1467","-1","1","3438","3438","22660","0","31916","0","55","606","52644","104","8","24","0","0"
"nuc","MID","BDS","GX","Jackies","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:39:27","Rumble","Brand","Olaf","Ornn","Azir","Lucian","Loss","7","4","3","0","18","0","3","3","1","376","38","0","9.5","14476","367","22.5","50","18","16","8","8","1.27","0.46","0.2","0.41","14","19408","19","19175","214","492","16.7","0.08","42.9","0","0","0","0","0","-1491","-6","-423","-1","0","2729","2729","6297","0","15616","0","5","217","24445","87","11","29","0","100"
"Ice","ADCARRY","BDS","GX","Patrik","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:39:27","Sejuani","Braum","Rakan","Nidalee","Ezreal","Ashe","Loss","7","4","3","0","18","2","2","1","1.5","411","24","0","10.4","15695","398","24.3","51","14","19","7","5","1.29","0.35","0.18","0.48","14.3","36128","23605","11803","720","916","31","0.08","42.9","0","0","0","0","0","219","14","441","0","0","2400","2400","11075","0","13258","0","3","140","23042","39","8","27","0","250"
"Labrov","SUPPORT","BDS","GX","IgNar","7/23/2024","2","6","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:39:27","Amumu","Alistar","Azir","Lucian","Rakan","Rell","Loss","7","4","3","0","12","0","6","5","0.8","41","0","0","1","8637","219","13.4","169","109","16","20","19","4.28","2.76","0.51","0.41","47.5","3601","623","2918","60","91","3.1","0.13","71.4","0","0","0","0","0","-193","-13","152","0","0","321","321","5953","2492","27569","2479","17","68","32357","145","22","40","0","0"
"Adam","TOP","BDS","GX","Th3Antonio","7/23/2024","2","6","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:33:38","Ornn","Renekton","Tristana","Sejuani","KSante","Poppy","Win","10","11","2","1","17","1","3","7","2.7","242","4","0","7.2","12002","357","18.2","46","13","13","8","8","1.37","0.39","0.24","0.39","12.8","9823","8334","1373","116","292","9.9","0.24","80","0","0","0","0","0","548","2","633","0","0","5295","5295","4233","0","48063","288","24","1517","26971","126","11","28","0","0"
"Sheo","JUNGLE","BDS","GX","Juhan","7/23/2024","2","6","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:33:38","Kaisa","Rell","Taliyah","Ashe","Taliyah","Sejuani","Win","10","11","2","1","16","0","2","3","1.5","238","211","0","7.1","12440","370","18.8","60","20","11","4","3","1.78","0.59","0.12","0.33","16.7","19861","468","16691","2702","591","20","0.09","30","0","0","0","0","0","494","11","234","0","0","5060","5060","8107","0","8535","0","26","815","16007","55","4","19","0","0"
"nuc","MID","BDS","GX","Jackies","7/23/2024","2","6","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:33:38","Rumble","Zyra","Zeri","Yone","Tristana","Yone","Win","10","11","2","1","18","5","0","3","Perfect_KDA","335","21","0","10","16813","500","25.5","51","13","26","6","5","1.52","0.39","0.18","0.77","14.2","33400","30933","1783","684","993","33.6","0.24","80","0","0","1","0","0","-534","15","-900","-1","0","9259","9259","8348","0","7835","0","4","144","16026","0","7","27","50","0"
"Ice","ADCARRY","BDS","GX","Patrik","7/23/2024","2","6","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:33:38","Kennen","Braum","Maokai","Rakan","Zeri","Ashe","Win","10","11","2","1","18","4","1","5","9","397","16","0","11.8","16542","492","25","45","14","27","4","4","1.34","0.42","0.12","0.8","12.5","28728","19902","7773","1053","854","28.9","0.27","90","0","1","0","0","0","506","23","872","1","0","4830","4830","8154","0","10050","0","9","184","15280","53","5","23","300","400"
